,NAME,ID,N_SWINGS,N_TAKES,N_P,G%S,GS_RV,B%S,BS_RV,SRV,G%T,GT_RV,B%T,BT_RV,TRV,TOT_RV,EXP_RV,SWTR,SWTR_Per650,EXP_RV+,SWTR+,SWTR_Per650+,Correct%,Selective,Agression,SEAGER,L_SEAGER,SEAGER_Percentile,Selective_Percentile,Agression_Percentile,SWTR_Percentile
122,"Heim, Jonah",641680,1036,958,1994,52.8,-3.4,47.2,-21.6,-25.0,82.8,30.8,17.2,-5.9,25.0,0.0,7.6,-7.6,-9.6,-5.1,5.1,6.5,67.2,59.2,17.2,42.0,35.6,33,12,73,35
123,"Straw, Myles",664702,871,1114,1985,62.1,-2.4,37.9,-14.8,-17.2,75.0,30.0,25.0,-11.5,18.5,1.3,3.8,-2.5,-3.3,-15.4,16.7,21.4,69.4,60.7,25.0,35.8,37.2,2,27,2,68
124,"Garcia, Maikel",672580,852,1132,1984,60.4,-1.8,39.6,-14.8,-16.6,79.2,33.7,20.8,-10.7,23.0,6.4,5.3,1.0,1.3,-4.4,10.8,13.9,71.1,63.5,20.8,42.7,39.6,39,58,28,86
125,"Díaz, Elias",553869,1087,897,1984,49.2,-1.8,50.8,-25.3,-27.1,84.6,28.1,15.4,-5.5,22.6,-4.5,6.7,-11.2,-14.3,-7.1,2.6,3.4,65.2,58.7,15.4,43.3,33.8,45,8,89,17
126,"Marsh, Brandon",669016,838,1142,1980,56.1,-2.5,43.9,-17.9,-20.4,77.4,35.8,22.6,-12.2,23.6,3.2,8.3,-5.1,-6.6,-3.3,6.5,8.3,68.4,65.3,22.6,42.7,33.5,39,79,12,50
127,"Joe, Connor",656582,783,1200,1983,59.9,-3.0,40.1,-14.5,-17.5,79.9,38.8,20.1,-10.1,28.7,11.1,6.3,4.8,6.2,3.2,7.9,10.1,72.0,67.2,20.1,47.1,39.8,81,92,37,95
128,"Rosario, Amed",642708,1057,922,1979,44.9,-2.4,55.1,-25.9,-28.4,80.4,25.7,19.6,-7.0,18.7,-9.6,5.1,-14.7,-18.9,-0.8,-8.9,-11.4,61.4,60.9,19.6,41.3,25.3,25,28,43,6
129,"Jung, Josh",673962,1024,952,1976,47.9,-2.7,52.1,-23.8,-26.5,81.9,28.9,18.1,-7.8,21.2,-5.4,5.7,-11.1,-14.3,15.3,-20.7,-26.6,64.3,61.4,18.1,43.3,29.9,45,33,59,17
130,"Báez, Javier",595879,1070,887,1957,39.9,-2.8,60.1,-29.6,-32.4,79.9,24.4,20.1,-7.1,17.2,-15.1,8.2,-23.4,-30.4,-2.7,-12.4,-16.1,58.0,62.4,20.1,42.3,19.8,35,45,37,0
131,"Hernández, Enrique",571771,918,1046,1964,53.8,-1.8,46.2,-20.2,-22.0,80.3,30.2,19.7,-7.8,22.5,0.5,6.0,-5.5,-7.1,0.9,-0.4,-0.5,67.9,63.0,19.7,43.3,34.1,45,53,42,48
132,"Drury, Brandon",592273,1013,950,1963,49.3,-2.7,50.7,-22.8,-25.5,79.4,26.9,20.6,-7.8,19.1,-6.4,5.7,-12.1,-15.7,-0.4,-6.0,-7.7,63.8,60.2,20.6,39.5,28.6,12,21,31,14
133,"Harris II, Michael",671739,1030,920,1950,44.0,-1.7,56.0,-25.7,-27.4,79.0,25.1,21.0,-7.1,18.0,-9.4,6.6,-16.0,-20.9,-11.5,2.1,2.7,60.5,61.6,21.0,40.6,23.0,19,36,26,3
134,"Contreras, Willson",575929,946,1004,1950,48.8,-2.4,51.2,-21.9,-24.4,83.8,35.4,16.2,-7.1,28.3,3.9,10.9,-7.0,-9.1,0.1,3.8,5.0,66.8,64.5,16.2,48.3,32.6,91,72,82,38
135,"Anderson, Tim",641313,1038,904,1942,49.5,-2.0,50.5,-24.8,-26.7,81.0,25.0,19.0,-5.9,19.1,-7.6,4.4,-12.0,-15.7,-2.5,-5.1,-6.7,64.2,58.7,19.0,39.7,30.5,14,8,48,14
136,"Hayes, Ke'Bryan",663647,879,1050,1929,51.4,-2.1,48.6,-19.9,-22.0,77.1,29.9,22.9,-9.2,20.7,-1.2,8.0,-9.3,-12.2,-7.0,5.8,7.6,65.4,64.2,22.9,41.3,28.6,25,69,11,24
137,"Kepler, Max",596146,913,1011,1924,55.9,-1.5,44.1,-17.9,-19.4,83.8,33.7,16.2,-7.2,26.6,7.1,7.1,0.0,0.0,-6.9,14.0,18.5,70.5,62.4,16.2,46.2,39.6,72,45,82,80
138,"Estrada, Thairo",642731,982,928,1910,47.9,-2.2,52.1,-24.0,-26.3,78.8,25.4,21.2,-7.5,17.9,-8.3,4.2,-12.5,-16.6,-7.9,-0.4,-0.5,62.9,60.9,21.2,39.6,26.6,13,28,25,12
139,"Langeliers, Shea",669127,965,955,1920,49.1,-2.3,50.9,-21.4,-23.7,80.7,28.1,19.3,-9.1,19.0,-4.7,5.2,-9.9,-13.1,2.8,-7.5,-9.9,64.8,61.9,19.3,42.7,29.9,39,38,46,22
140,"Pham, Tommy",502054,777,1140,1917,56.8,-2.4,43.2,-15.6,-18.0,79.2,36.2,20.8,-9.3,26.9,9.0,8.7,0.2,0.3,-10.0,18.9,25.1,70.1,67.2,20.8,46.4,36.0,75,92,28,82
141,"Rosario, Eddie",592696,1090,813,1903,45.5,-2.2,54.5,-28.3,-30.5,81.5,26.3,18.5,-4.9,21.4,-9.1,6.3,-15.4,-20.5,0.9,-10.0,-13.3,60.9,57.2,18.5,38.8,27.1,8,4,52,3
142,"Alvarez, Yordan",670541,833,1074,1907,49.9,-2.5,50.1,-19.1,-21.6,81.7,37.9,18.3,-8.6,29.3,7.7,12.8,-5.0,-6.7,6.5,1.3,1.7,67.8,67.8,18.3,49.5,31.6,95,95,56,50
143,"Franco, Wander",677551,859,1042,1901,52.3,-2.3,47.7,-19.1,-21.5,79.9,30.2,20.1,-6.7,23.5,2.0,8.7,-6.7,-8.9,-10.0,12.0,16.0,67.4,65.0,20.1,44.9,32.2,60,76,37,40
144,"Judge, Aaron",592450,785,1116,1901,55.7,-2.4,44.3,-15.9,-18.4,82.1,43.5,17.9,-8.3,35.3,16.9,12.7,4.2,5.6,1.1,15.8,21.1,71.2,67.7,17.9,49.8,37.7,96,95,61,93
145,"Conforto, Michael",624424,861,1039,1900,57.6,-2.5,42.4,-16.0,-18.6,82.0,33.8,18.0,-7.7,26.0,7.5,7.4,0.0,0.1,0.8,6.7,8.9,70.9,63.2,18.0,45.2,39.6,62,55,60,81
146,"Gorman, Nolan",669357,924,963,1887,54.4,-2.2,45.6,-19.1,-21.2,85.8,34.5,14.2,-5.5,28.9,7.7,10.5,-2.8,-3.8,15.7,-8.0,-10.7,70.4,62.2,14.2,47.9,40.2,88,42,94,65
147,"Ruiz, Keibert",660688,964,923,1887,45.4,-1.3,54.6,-23.0,-24.3,78.4,26.8,21.6,-6.3,20.5,-3.8,9.8,-13.6,-18.3,1.2,-5.0,-6.7,61.6,62.3,21.6,40.7,23.9,20,43,20,7
148,"Flores, Wilmer",527038,842,1033,1875,55.6,-3.3,44.4,-17.9,-21.2,79.0,29.3,21.0,-7.5,21.8,0.7,4.1,-3.4,-4.6,-9.5,10.2,13.8,68.5,63.6,21.0,42.5,34.6,36,60,26,60
149,"Martinez, J.D.",502110,989,876,1865,51.6,-3.0,48.4,-20.8,-23.7,86.6,28.6,13.4,-4.9,23.7,-0.1,5.8,-5.9,-8.0,-4.6,4.5,6.2,68.0,59.8,13.4,46.5,38.2,76,16,97,43
150,"Seager, Corey",608369,1018,828,1846,51.9,-1.5,48.1,-19.3,-20.8,93.0,32.3,7.0,-2.7,29.7,8.8,11.7,-2.9,-3.9,7.1,1.7,2.4,70.3,59.3,7.0,52.3,44.9,99,13,100,64
151,"Massey, Michael",686681,954,881,1835,52.2,-2.5,47.8,-21.6,-24.1,82.0,25.0,18.0,-6.1,18.9,-5.2,4.8,-10.0,-13.9,-5.9,0.7,1.0,66.5,59.2,18.0,41.1,34.2,23,12,60,19
152,"Call, Alex",669743,724,1094,1818,60.6,-2.6,39.4,-14.4,-16.9,79.2,36.1,20.8,-8.6,27.4,10.5,7.9,2.6,3.7,-8.7,19.2,26.8,71.8,66.4,20.8,45.5,39.8,65,87,28,91
153,"Cooper, Garrett",643265,952,866,1818,45.3,-2.3,54.7,-23.7,-26.0,79.3,25.8,20.7,-7.5,18.3,-7.6,4.7,-12.3,-17.2,2.2,-9.8,-13.7,61.5,61.4,20.7,40.8,24.6,21,33,30,10
154,"Jones, Nolan",666134,751,1057,1808,49.5,-1.9,50.5,-17.8,-19.7,76.4,32.4,23.6,-10.1,22.3,2.6,7.1,-4.4,-6.2,4.4,-1.7,-2.4,65.3,68.5,23.6,44.9,26.0,60,98,7,53
155,"Edman, Tommy",669242,824,983,1807,55.0,-1.0,45.0,-16.1,-17.1,76.3,26.6,23.7,-8.1,18.4,1.3,5.9,-4.6,-6.5,0.3,1.0,1.4,66.6,62.3,23.7,38.6,31.3,7,43,7,51
156,"Solano, Donovan",456781,856,950,1806,53.9,-3.2,46.1,-18.3,-21.6,78.7,26.7,21.3,-7.1,19.6,-2.0,2.3,-4.3,-6.0,-25.2,23.2,32.7,66.9,61.9,21.3,40.6,32.6,19,38,23,55
157,"McCormick, Chas",676801,875,917,1792,52.8,-1.4,47.2,-19.3,-20.7,82.7,30.7,17.3,-6.3,24.4,3.6,8.2,-4.5,-6.4,-13.4,17.0,24.1,68.1,62.1,17.3,44.8,35.5,58,40,71,52
158,"Belt, Brandon",474832,733,1062,1795,64.4,-2.4,35.6,-11.7,-14.1,84.5,37.7,15.5,-7.6,30.1,16.0,8.4,7.6,10.7,-1.9,17.9,25.3,76.3,65.5,15.5,50.0,48.9,96,81,88,99
159,"Turang, Brice",668930,846,935,1781,55.9,-2.7,44.1,-16.9,-19.6,80.4,28.8,19.6,-7.8,21.0,1.4,3.8,-2.4,-3.4,9.8,-8.4,-12.0,68.8,61.4,19.6,41.8,36.3,30,33,43,67
160,"Mullins, Cedric",656775,874,898,1772,58.0,-1.9,42.0,-16.6,-18.4,82.1,28.7,17.9,-6.0,22.7,4.3,5.0,-0.8,-1.1,-2.9,7.2,10.3,70.2,59.2,17.9,41.3,40.1,25,12,61,76
161,"Carpenter, Kerry",681481,917,834,1751,49.5,-2.2,50.5,-21.2,-23.4,81.9,25.5,18.1,-5.7,19.8,-3.5,5.7,-9.3,-13.5,-6.0,2.4,3.5,64.9,60.1,18.1,42.0,31.4,33,19,59,21
162,"De La Cruz, Elly",682829,793,957,1750,47.3,-1.7,52.7,-20.0,-21.7,77.8,28.5,22.2,-10.9,17.6,-4.1,8.1,-12.3,-17.8,-0.6,-3.5,-5.1,64.0,66.5,22.2,44.4,25.1,55,88,15,8
163,"Ruiz, Esteury",665923,879,843,1722,52.3,-1.6,47.7,-18.3,-19.8,79.0,23.3,21.0,-7.1,16.1,-3.7,3.4,-7.1,-10.4,-7.0,3.3,4.9,65.4,59.1,21.0,38.2,31.3,5,11,26,31
164,"Frazier, Adam",624428,839,904,1743,56.4,-2.8,43.6,-16.8,-19.5,79.2,26.6,20.8,-6.2,20.5,1.0,6.3,-5.3,-7.7,-12.2,13.1,19.2,68.2,60.2,20.8,39.4,35.6,11,21,28,44
165,"Murphy, Sean",669221,802,946,1748,58.7,-2.6,41.3,-15.2,-17.8,81.7,32.7,18.3,-7.0,25.6,7.9,5.6,2.3,3.3,-1.1,8.9,13.0,71.2,62.1,18.3,43.9,40.4,50,40,56,90
166,"Greene, Riley",682985,808,915,1723,52.8,-3.1,47.2,-17.9,-21.0,83.2,29.2,16.8,-6.2,23.0,2.0,7.1,-5.2,-7.6,-0.7,2.6,3.9,68.9,64.1,16.8,47.2,36.0,82,67,76,45
167,"Mountcastle, Ryan",663624,954,789,1743,46.1,-1.6,53.9,-23.7,-25.3,85.7,25.3,14.3,-4.2,21.1,-4.2,7.2,-11.5,-16.7,-6.2,2.0,2.9,64.0,60.6,14.3,46.3,31.8,73,26,94,11
168,"Peterson, Jace",607054,721,1005,1726,59.1,-2.4,40.9,-13.9,-16.3,78.9,31.6,21.1,-8.1,23.5,7.2,6.1,1.1,1.6,-19.6,26.8,39.4,70.6,65.1,21.1,44.0,38.0,52,77,26,87
169,"Julien, Edouard",666397,649,1077,1726,66.4,-1.5,33.6,-9.4,-10.9,80.8,38.3,19.2,-10.5,27.8,16.9,8.3,8.6,12.7,8.3,8.5,12.6,75.4,66.9,19.2,47.7,47.2,86,90,47,99
170,"Kirk, Alejandro",672386,717,1008,1725,57.3,-2.4,42.7,-15.8,-18.2,76.6,28.0,23.4,-7.8,20.2,2.0,4.7,-2.7,-3.9,-13.6,15.6,23.0,68.6,65.3,23.4,41.8,33.9,30,79,9,64
171,"Pederson, Joc",592626,775,945,1720,49.9,-2.2,50.1,-18.2,-20.4,81.4,32.9,18.6,-7.6,25.3,4.9,9.9,-5.0,-7.4,-3.6,8.5,12.6,67.2,66.5,18.6,47.9,31.3,88,88,51,45
172,"Grichuk, Randal",545341,863,858,1721,48.1,-1.7,51.9,-21.2,-22.9,80.2,24.9,19.8,-6.6,18.3,-4.6,7.0,-11.6,-17.2,-3.8,-0.8,-1.2,64.1,62.4,19.8,42.6,28.3,37,45,42,10
173,"Stanton, Giancarlo",519317,731,988,1719,47.7,-2.0,52.3,-18.2,-20.1,77.9,30.7,22.1,-8.9,21.8,1.7,10.4,-8.7,-12.8,-10.8,12.5,18.6,65.1,68.8,22.1,46.7,25.7,78,98,16,22
174,"Lowe, Brandon",664040,887,831,1718,51.6,-1.9,48.4,-19.2,-21.0,86.8,28.8,13.2,-4.5,24.3,3.3,6.5,-3.2,-4.8,-8.5,11.8,17.5,68.6,61.2,13.2,47.9,38.4,88,31,97,59
175,"Jiménez, Eloy",650391,892,825,1717,44.3,-1.6,55.7,-20.9,-22.5,82.5,25.9,17.5,-6.5,19.4,-3.0,7.7,-10.7,-15.9,-5.1,2.0,3.0,62.7,63.3,17.5,45.8,26.8,68,56,69,13
176,"Grossman, Robbie",543257,653,1063,1716,66.8,-1.6,33.2,-9.7,-11.3,79.6,33.1,20.4,-9.7,23.4,12.1,6.0,6.1,9.0,-13.7,25.8,38.2,74.7,66.0,20.4,45.6,46.4,66,85,33,98
177,"Tauchman, Mike",643565,714,996,1710,61.6,-2.0,38.4,-12.2,-14.3,81.9,34.9,18.1,-7.7,27.3,13.0,7.9,5.1,7.6,-4.8,17.9,26.5,73.5,65.0,18.1,46.9,43.6,80,76,59,97
178,"García Jr., Luis",671277,860,839,1699,50.6,-1.2,49.4,-18.2,-19.5,83.9,26.8,16.1,-5.2,21.6,2.1,8.7,-6.6,-9.8,-3.8,5.9,8.9,67.0,61.8,16.1,45.7,34.5,67,37,83,33
179,"Rengifo, Luis",650859,832,829,1661,55.9,-1.5,44.1,-15.9,-17.4,85.2,28.3,14.8,-5.1,23.3,5.8,5.7,0.1,0.2,-5.2,11.0,16.8,70.5,60.3,14.8,45.5,41.1,65,22,91,82
180,"McLain, Matt",680574,699,972,1671,55.2,-2.1,44.8,-15.1,-17.3,74.0,26.5,26.0,-9.3,17.2,-0.0,2.5,-2.5,-3.8,-2.9,2.8,4.3,66.1,65.1,26.0,39.0,29.2,10,77,1,65
181,"Dubón, Mauricio",643289,970,692,1662,49.3,-2.2,50.7,-20.7,-22.9,79.5,19.5,20.5,-5.3,14.2,-8.7,2.0,-10.8,-16.4,-7.1,-1.6,-2.5,61.9,53.5,20.5,33.0,28.8,1,1,32,12
182,"Rizzo, Anthony",519203,809,861,1670,47.0,-2.2,53.0,-21.0,-23.2,80.1,27.8,19.9,-6.1,21.6,-1.6,7.9,-9.4,-14.4,-12.6,11.0,16.8,64.1,64.5,19.9,44.6,27.1,56,72,40,16
183,"Walker, Jordan",691023,861,806,1667,49.1,-1.8,50.9,-18.3,-20.1,80.8,26.3,19.2,-7.4,19.0,-1.1,6.3,-7.4,-11.3,-8.2,7.1,10.8,64.4,60.6,19.2,41.4,29.9,26,26,47,27
184,"Kelenic, Jarred",672284,779,885,1664,51.6,-1.7,48.4,-16.6,-18.3,82.3,27.1,17.7,-7.5,19.6,1.2,7.5,-6.3,-9.6,-0.9,2.1,3.3,67.9,64.4,17.7,46.7,33.9,78,71,65,35
185,"Duran, Ezequiel",677649,891,763,1654,48.1,-2.3,51.9,-21.0,-23.3,79.9,21.3,20.1,-6.8,14.5,-8.7,3.3,-12.0,-18.4,-9.0,0.3,0.5,62.8,58.7,20.1,38.7,28.1,7,8,37,6
186,"Sánchez, Jesús",660821,811,846,1657,49.2,-2.5,50.8,-19.5,-22.0,84.0,28.1,16.0,-5.6,22.4,0.5,9.7,-9.2,-14.1,-1.4,1.8,2.8,67.0,64.1,16.0,48.1,33.2,90,67,84,18
187,"Morel, Christopher",666624,825,830,1655,51.9,-2.0,48.1,-16.8,-18.8,84.3,28.3,15.7,-6.7,21.6,2.8,6.5,-3.7,-5.6,-3.6,6.4,9.8,68.2,62.1,15.7,46.4,36.2,75,40,87,57
188,"Laureano, Ramón",657656,772,880,1652,54.8,-1.9,45.2,-16.3,-18.2,80.7,27.1,19.3,-6.5,20.6,2.4,4.9,-2.5,-3.8,-7.7,10.1,15.6,68.6,62.7,19.3,43.3,35.5,45,49,46,65
189,"Naylor, Josh",647304,932,717,1649,46.6,-1.1,53.4,-21.0,-22.1,85.4,23.0,14.6,-3.5,19.5,-2.5,6.5,-9.0,-13.9,-3.5,1.0,1.5,63.4,58.5,14.6,43.9,31.9,50,7,92,19
190,"Grandal, Yasmani",518735,734,907,1641,53.8,-2.4,46.2,-15.8,-18.1,76.6,27.6,23.4,-8.6,19.0,0.9,6.3,-5.4,-8.4,-2.5,3.4,5.2,66.4,63.8,23.4,40.4,30.4,17,62,9,41
191,"Ward, Taylor",621493,722,905,1627,56.4,-2.0,43.6,-13.9,-15.9,82.0,29.7,18.0,-6.1,23.6,7.7,7.3,0.3,0.5,-6.7,14.4,22.5,70.6,64.6,18.0,46.6,38.4,77,73,60,83
192,"Alvarez, Francisco",682626,729,893,1622,53.5,-1.4,46.5,-15.1,-16.5,84.8,29.5,15.2,-6.7,22.8,6.3,7.6,-1.3,-2.0,0.9,5.4,8.5,70.7,66.0,15.2,50.8,38.3,98,85,90,73
193,"Taylor, Chris",621035,771,850,1621,58.0,-2.9,42.0,-14.3,-17.2,85.4,28.7,14.6,-4.9,23.8,6.6,4.7,1.9,2.9,-9.2,15.7,24.7,72.4,61.9,14.6,47.3,43.4,83,38,92,90
194,"Brennan, Will",686823,911,698,1609,51.4,-2.0,48.6,-20.6,-22.6,78.8,19.1,21.2,-5.2,13.9,-8.7,4.6,-13.3,-21.0,-16.8,8.1,12.8,63.3,54.0,21.2,32.8,30.2,1,1,25,2
195,"Andrus, Elvis",462101,714,876,1590,53.5,-1.8,46.5,-15.9,-17.7,78.0,24.2,22.0,-6.3,17.9,0.3,4.6,-4.3,-6.9,-7.4,7.7,12.3,67.0,64.1,22.0,42.1,31.5,34,67,17,49
196,"Doyle, Brenton",686668,828,754,1582,51.3,-1.8,48.7,-17.1,-18.9,82.2,22.2,17.8,-6.9,15.3,-3.6,4.1,-7.7,-12.4,-6.8,3.2,5.2,66.1,59.3,17.8,41.6,33.6,28,13,63,23
197,"Berti, Jon",542932,721,865,1586,61.2,-2.0,38.8,-12.0,-14.0,77.1,24.3,22.9,-8.1,16.2,2.1,3.7,-1.6,-2.5,-4.2,6.3,10.2,69.9,60.2,22.9,37.3,38.3,4,21,11,70
198,"Castro, Willi",650489,815,768,1583,50.7,-1.9,49.3,-18.1,-20.0,81.8,23.9,18.2,-5.6,18.3,-1.7,4.5,-6.2,-9.9,-10.9,9.2,14.7,65.8,60.3,18.2,42.1,32.4,34,22,58,33
199,"Gomes, Yan",543228,832,754,1586,47.8,-2.0,52.2,-20.9,-22.9,79.6,21.8,20.4,-5.3,16.5,-6.4,5.6,-12.0,-19.2,-1.8,-4.6,-7.3,62.9,60.1,20.4,39.7,27.4,14,19,33,5
200,"Wiemer, Joey",686894,746,839,1585,51.2,-1.9,48.8,-16.8,-18.7,81.4,26.3,18.6,-6.1,20.2,1.5,7.0,-5.5,-8.9,-3.9,5.4,8.6,67.2,64.1,18.6,45.5,32.6,65,67,51,40
201,"Maldonado, Martín",455117,776,799,1575,55.0,-1.9,45.0,-15.9,-17.8,78.7,22.8,21.3,-7.1,15.7,-2.1,3.8,-5.9,-9.6,-3.5,1.4,2.3,67.0,59.6,21.3,38.3,33.7,6,14,23,35
202,"Yastrzemski, Mike",573262,646,925,1571,59.9,-2.2,40.1,-12.3,-14.5,80.1,30.3,19.9,-7.5,22.8,8.3,7.7,0.6,1.0,-2.7,11.1,17.9,71.8,65.7,19.9,45.8,40.0,68,83,40,84
203,"Ramírez, Harold",623912,884,680,1564,43.3,-1.6,56.7,-23.7,-25.3,82.2,19.8,17.8,-4.4,15.4,-9.9,4.5,-14.3,-23.3,-11.0,1.1,1.8,60.2,59.3,17.8,41.5,25.5,27,13,63,2
204,"Altuve, Jose",514888,696,855,1551,46.8,-1.1,53.2,-17.4,-18.4,79.9,28.4,20.1,-7.7,20.7,2.3,7.8,-5.5,-9.1,-1.2,3.5,5.8,65.1,67.7,20.1,47.6,26.7,86,95,37,38
205,"Trout, Mike",545361,687,860,1547,58.8,-1.9,41.2,-13.0,-15.0,86.2,31.0,13.8,-4.2,26.8,11.9,8.2,3.7,6.1,-0.3,12.1,19.9,74.0,64.7,13.8,50.9,45.0,98,74,96,95
206,"Raley, Luke",670042,797,745,1542,46.5,-1.6,53.5,-18.3,-19.9,86.0,25.0,14.0,-4.7,20.3,0.4,6.7,-6.3,-10.3,-4.8,5.2,8.6,65.6,63.3,14.0,49.4,32.6,95,56,95,32
207,"Chisholm Jr., Jazz",665862,682,851,1533,53.1,-1.9,46.9,-15.4,-17.2,81.6,27.0,18.4,-6.4,20.6,3.4,7.4,-4.0,-6.7,-6.7,10.1,16.7,68.9,65.7,18.4,47.3,34.6,83,83,54,50
208,"Moreno, Gabriel",672515,654,890,1544,52.6,-1.6,47.4,-15.4,-17.0,74.4,25.9,25.6,-8.2,17.7,0.7,6.3,-5.6,-9.2,1.8,-1.1,-1.9,65.2,65.8,25.6,40.2,27.0,16,84,1,38
209,"Wong, Connor",657136,805,727,1532,50.1,-2.6,49.9,-18.8,-21.4,80.6,21.0,19.4,-5.4,15.6,-5.8,2.6,-8.5,-14.0,9.5,-15.3,-25.5,64.6,59.3,19.4,39.9,30.7,15,13,45,19
210,"Peralta, David",444482,834,696,1530,52.0,-1.9,48.0,-17.2,-19.1,80.9,20.8,19.1,-5.0,15.8,-3.3,3.5,-6.8,-11.3,-7.7,4.4,7.3,65.2,56.5,19.1,37.4,32.9,5,2,48,27
211,"Taylor, Michael A.",572191,733,779,1512,47.5,-1.3,52.5,-17.6,-18.9,82.4,25.0,17.6,-6.6,18.4,-0.5,6.1,-6.6,-11.1,-3.1,2.6,4.3,65.5,64.8,17.6,47.3,29.9,83,75,67,28
212,"Blackmon, Charlie",453568,718,800,1518,52.4,-1.9,47.6,-15.1,-17.0,79.2,24.8,20.8,-5.8,18.9,1.9,6.9,-4.9,-8.3,-3.3,5.3,8.8,66.5,62.8,20.8,42.0,31.6,33,50,28,41
213,"Baty, Brett",683146,695,814,1509,53.1,-1.9,46.9,-15.0,-16.9,79.4,24.3,20.6,-6.3,18.0,1.1,5.7,-4.7,-7.9,5.4,-4.3,-7.3,67.3,63.6,20.6,43.0,32.5,43,60,31,43
214,"Kiermaier, Kevin",595281,743,760,1503,55.5,-1.7,44.5,-13.5,-15.2,82.4,24.1,17.6,-5.5,18.5,3.3,5.5,-2.1,-3.6,-14.7,18.0,30.5,69.1,60.3,17.6,42.7,37.8,39,22,67,66
215,"Bae, Ji Hwan",678225,697,789,1486,56.8,-2.1,43.2,-14.1,-16.2,78.3,22.6,21.7,-6.3,16.3,0.1,3.5,-3.4,-5.8,2.7,-2.6,-4.4,68.2,60.9,21.7,39.3,35.1,11,28,19,56
216,"Tellez, Rowdy",642133,579,924,1503,50.3,-2.2,49.7,-14.3,-16.6,74.6,27.3,25.4,-9.9,17.5,0.9,7.2,-6.3,-10.7,-5.7,6.6,11.2,65.2,70.3,25.4,44.9,24.8,60,100,1,30
217,"Moustakas, Mike",519058,792,702,1494,50.6,-1.7,49.4,-18.2,-19.9,80.3,20.8,19.7,-5.6,15.2,-4.7,4.6,-9.3,-15.8,-6.4,1.7,2.9,64.6,58.4,19.7,38.8,31.0,8,7,42,13
218,"Thomas, Alek",677950,729,758,1487,50.5,-1.4,49.5,-16.8,-18.1,76.3,19.5,23.7,-6.9,12.7,-5.5,3.6,-9.1,-15.5,0.3,-5.8,-9.9,63.6,61.1,23.7,37.4,26.7,5,29,7,14
219,"Kemp, Tony",643393,672,800,1472,58.6,-1.4,41.4,-11.9,-13.3,77.6,25.8,22.4,-6.8,19.0,5.7,5.4,0.3,0.6,-7.3,13.0,22.4,69.0,61.2,22.4,38.8,36.3,8,31,13,84
220,"Urías, Ramón",602104,718,743,1461,55.4,-1.6,44.6,-13.7,-15.3,81.3,22.3,18.7,-5.3,17.0,1.7,2.9,-1.3,-2.2,-12.1,13.7,23.9,68.6,60.3,18.7,41.6,36.7,28,22,50,72
221,"Rojas, Miguel",500743,720,734,1454,49.9,-1.1,50.1,-16.1,-17.3,80.1,20.3,19.9,-4.9,15.4,-1.9,3.9,-5.8,-10.1,1.4,-3.3,-5.8,65.1,62.1,19.9,42.2,30.0,35,40,40,32
222,"Kiner-Falefa, Isiah",643396,650,801,1451,55.2,-2.0,44.8,-13.7,-15.8,76.3,22.8,23.7,-7.5,15.3,-0.5,3.0,-3.5,-6.1,-16.3,15.8,27.7,66.9,63.0,23.7,39.3,31.5,11,53,7,54
223,"Pratto, Nick",668472,626,826,1452,51.4,-2.2,48.6,-13.9,-16.2,76.9,24.3,23.1,-9.5,14.8,-1.4,4.2,-5.6,-9.8,-10.3,8.9,15.7,65.9,66.4,23.1,43.2,28.3,44,87,10,33
224,"O'Hearn, Ryan",656811,734,716,1450,52.7,-1.7,47.3,-16.2,-17.9,83.1,20.8,16.9,-4.1,16.7,-1.2,4.2,-5.4,-9.5,-13.7,12.5,21.9,67.7,60.6,16.9,43.7,35.8,48,26,76,36
225,"Brown, Seth",664913,724,716,1440,50.3,-1.3,49.7,-15.9,-17.1,82.3,22.3,17.7,-5.3,17.0,-0.1,5.9,-6.0,-10.7,-5.3,5.1,9.1,66.2,61.8,17.7,44.1,32.5,53,37,65,30
226,"Anderson, Brian",605119,705,736,1441,52.9,-1.7,47.1,-14.6,-16.3,81.1,23.7,18.9,-5.5,18.1,1.8,4.0,-2.2,-3.9,-5.9,7.7,13.6,67.3,61.5,18.9,42.7,34.0,39,35,49,64
227,"Heyward, Jason",518792,675,763,1438,51.0,-1.8,49.0,-14.8,-16.5,79.8,24.2,20.2,-5.6,18.6,2.1,6.2,-4.1,-7.2,-2.1,4.2,7.4,66.3,63.9,20.2,43.7,30.8,48,64,35,46
228,"Rogers, Jake",668670,648,769,1417,61.0,-2.1,39.0,-10.9,-13.0,78.7,22.2,21.3,-7.4,14.8,1.8,3.0,-1.2,-2.2,-13.9,15.6,28.1,70.6,60.5,21.3,39.2,39.6,10,24,23,72
229,"Donovan, Brendan",680977,611,818,1429,55.2,-1.8,44.8,-12.0,-13.8,78.4,24.2,21.6,-6.3,17.8,4.0,5.4,-1.4,-2.5,-11.5,15.6,27.7,68.4,65.5,21.6,43.9,33.5,50,81,20,70
230,"Garver, Mitch",641598,566,864,1430,59.4,-1.7,40.6,-10.6,-12.3,80.0,28.8,20.0,-6.7,22.0,9.7,6.4,3.3,5.8,-5.8,15.5,27.5,71.8,67.3,20.0,47.3,39.3,83,93,39,94
