,NAME,ID,N_SWINGS,N_TAKES,N_P,G%S,GS_RV,B%S,BS_RV,SRV,G%T,GT_RV,B%T,BT_RV,TRV,TOT_RV,EXP_RV,SWTR,SWTR_Per650,Correct%,Selective,Agression,SEAGER,L_SEAGER,SEAGER_Percentile,Selective_Percentile,Agression_Percentile,SWTR_Percentile
276,"Myers, Wil",571976,524,634,1158,51.1,3.8,48.9,-12.7,-8.9,76.8,18.3,23.2,-6.2,12.1,3.2,3.7,-0.5,-1.1,65.2,64.5,23.2,41.3,28.0,19,59,6,31
277,"García, Leury",544725,648,502,1150,49.4,-3.2,50.6,-17.8,-20.9,82.5,13.8,17.5,-3.5,10.3,-10.6,-8.7,-1.9,-4.2,63.8,56.4,17.5,38.9,31.9,8,4,53,21
278,"Allen, Nick",669397,599,542,1141,54.6,2.1,45.4,-13.4,-11.2,81.9,15.7,18.1,-2.9,12.8,1.6,-0.3,1.9,4.2,67.6,57.6,18.1,39.5,36.5,10,8,49,54
279,"Moustakas, Mike",519058,623,526,1149,46.5,0.1,53.5,-14.8,-14.7,83.7,18.3,16.3,-3.4,14.9,0.2,2.7,-2.5,-5.6,63.5,60.3,16.3,43.9,30.2,39,18,68,16
280,"Castillo, Diego A.",660636,500,647,1147,42.4,-6.4,57.6,-16.8,-23.2,83.0,15.0,17.0,-4.6,10.4,-12.8,-12.3,-0.5,-1.1,65.3,71.7,17.0,54.7,25.4,95,98,60,31
281,"Hiura, Keston",669374,559,585,1144,49.4,-1.1,50.6,-15.5,-16.6,81.2,18.2,18.8,-4.5,13.7,-2.9,-6.1,3.2,7.0,65.6,63.2,18.8,44.4,30.6,42,43,39,64
282,"Anderson, Tim",641313,662,482,1144,40.3,-5.5,59.7,-14.0,-19.5,84.6,13.7,15.4,-2.5,11.2,-8.3,-3.4,-4.9,-10.8,59.0,60.4,15.4,45.1,25.0,46,19,75,5
283,"Thompson, Trayce",572204,500,638,1138,57.8,1.4,42.2,-7.2,-5.7,79.9,21.3,20.1,-5.1,16.2,10.4,4.8,5.7,12.6,70.2,63.8,20.1,43.8,37.7,38,50,29,87
284,"Schwindel, Frank",643524,619,516,1135,48.1,-2.5,51.9,-16.3,-18.8,82.9,16.1,17.1,-3.1,13.0,-5.8,-3.5,-2.3,-5.1,64.0,59.0,17.1,41.9,31.1,25,12,58,19
285,"Moore, Dylan",664238,435,695,1130,60.9,-0.9,39.1,-7.1,-8.0,79.9,22.0,20.1,-6.0,16.0,8.0,0.0,8.0,18.0,72.6,67.7,20.1,47.5,40.8,67,85,29,97
286,"Smith, Pavin",656976,436,671,1107,48.6,1.7,51.4,-15.9,-14.2,77.8,19.5,22.2,-5.7,13.8,-0.4,-3.6,3.2,7.4,66.3,71.1,22.2,48.9,26.4,74,97,13,66
287,"Bethancourt, Christian",542194,688,415,1103,48.4,2.9,51.6,-15.9,-13.0,83.1,12.6,16.9,-2.5,10.0,-3.0,1.0,-3.9,-9.1,61.5,50.9,16.9,34.0,31.5,2,0,62,8
288,"Knizner, Andrew",668800,536,565,1101,43.1,-5.6,56.9,-14.3,-19.9,82.3,16.9,17.7,-4.6,12.3,-7.6,-6.4,-1.2,-2.8,63.2,66.8,17.7,49.1,25.4,75,80,52,25
289,"Mejía, Francisco",642336,668,424,1092,29.5,-5.9,70.5,-28.7,-34.6,84.9,10.0,15.1,-2.7,7.2,-27.4,-12.5,-14.8,-34.6,51.0,64.6,15.1,49.5,14.4,79,60,79,0
290,"Aquino, Aristides",606157,610,469,1079,34.3,-5.3,65.7,-20.4,-25.7,89.6,14.8,10.4,-3.3,11.5,-14.3,-7.9,-6.3,-14.9,58.3,66.8,10.4,56.3,23.8,97,80,99,2
291,"Cordero, Franchy",614173,530,557,1087,48.9,-2.5,51.1,-11.7,-14.2,84.9,18.0,15.1,-3.9,14.1,-0.1,-0.8,0.7,1.6,67.3,64.6,15.1,49.5,33.8,79,60,79,45
292,"Dickerson, Corey",572816,632,451,1083,47.9,-0.7,52.1,-13.8,-14.5,84.7,13.3,15.3,-2.2,11.1,-3.4,0.5,-3.9,-9.2,63.3,55.8,15.3,40.5,32.6,14,3,76,8
293,"Newman, Kevin",621028,517,560,1077,36.4,-3.1,63.6,-17.9,-21.0,85.0,14.3,15.0,-3.6,10.7,-10.3,-8.3,-2.0,-4.7,61.7,71.7,15.0,56.7,21.4,97,98,79,20
294,"Reynolds, Matt",608703,442,624,1066,56.1,-2.5,43.9,-7.0,-9.5,74.8,17.9,25.2,-5.8,12.1,2.6,0.2,2.4,5.7,67.1,65.3,25.2,40.2,30.9,13,67,2,60
295,"Isbel, Kyle",664728,491,577,1068,52.7,1.2,47.3,-11.7,-10.5,78.0,16.4,22.0,-5.1,11.3,0.8,0.4,0.5,1.1,66.4,63.5,22.0,41.5,30.7,21,46,14,42
296,"Nido, Tomás",621512,635,421,1056,45.7,-1.8,54.3,-19.2,-21.0,91.0,13.6,9.0,-1.8,11.8,-9.2,-6.8,-2.4,-5.7,63.7,56.9,9.0,47.9,36.6,69,7,99,15
297,"Smith, Josh",669701,425,617,1042,50.1,-4.8,49.9,-10.8,-15.6,84.6,17.4,15.4,-4.3,13.1,-2.5,-8.1,5.6,13.7,70.5,71.0,15.4,55.6,34.7,96,96,75,91
298,"Castro, Rodolfo",666801,496,550,1046,49.2,-2.0,50.8,-8.8,-10.8,83.6,16.2,16.4,-3.8,12.4,1.7,0.2,1.4,3.5,67.3,65.3,16.4,49.0,32.8,75,67,67,51
299,"Arroyo, Christian",624414,598,442,1040,32.9,-4.7,67.1,-21.8,-26.5,89.8,12.3,10.2,-1.8,10.5,-16.0,-10.6,-5.4,-13.2,57.1,66.8,10.2,56.7,22.8,97,80,99,4
300,"Pasquantino, Vinnie",686469,476,561,1037,45.0,-2.8,55.0,-13.2,-16.0,88.6,20.0,11.4,-2.8,17.2,1.3,-3.1,4.4,10.7,68.6,69.9,11.4,58.5,33.5,99,95,97,78
301,"Yepez, Juan",660766,564,471,1035,42.9,-5.6,57.1,-14.0,-19.5,85.8,14.5,14.2,-3.2,11.2,-8.3,-5.6,-2.7,-6.7,62.4,62.5,14.2,48.3,28.7,71,38,85,12
302,"Bleday, JJ",668709,478,548,1026,52.1,-5.9,47.9,-8.9,-14.8,86.5,19.4,13.5,-4.1,15.3,0.5,-4.2,4.7,11.6,70.5,65.6,13.5,52.1,38.6,90,70,89,84
303,"Albies, Ozzie",645277,597,429,1026,44.9,2.0,55.1,-14.3,-12.3,86.7,13.6,13.3,-1.8,11.8,-0.5,3.4,-4.0,-9.8,62.4,58.1,13.3,44.8,31.6,45,8,91,7
304,"Rosario, Eddie",592696,534,470,1004,44.0,-1.9,56.0,-11.2,-13.1,84.0,14.5,16.0,-3.1,11.4,-1.7,1.3,-3.0,-7.6,62.7,62.7,16.0,46.7,28.1,60,40,69,10
305,"Alfaro, Jorge",595751,631,377,1008,46.8,4.5,53.2,-11.4,-6.9,84.4,11.1,15.6,-2.2,8.9,2.0,5.1,-3.1,-7.7,60.8,51.9,15.6,36.2,31.1,3,1,72,10
306,"Abrams, CJ",682928,569,433,1002,51.1,2.5,48.9,-10.9,-8.3,78.3,11.0,21.7,-3.4,7.6,-0.7,2.1,-2.8,-7.1,62.9,53.8,21.7,32.1,29.4,1,1,17,11
307,"Gomes, Yan",543228,545,461,1006,46.1,0.9,53.9,-17.7,-16.7,80.0,12.8,20.0,-2.9,9.9,-6.8,-2.6,-4.2,-10.6,61.6,59.5,20.0,39.6,26.1,10,14,30,6
308,"Luplow, Jordan",656669,478,524,1002,58.8,-0.9,41.2,-10.3,-11.2,85.5,17.7,14.5,-2.8,14.9,3.6,-1.6,5.2,13.3,72.8,61.5,14.5,47.0,44.3,64,28,82,89
309,"Brantley, Michael",488726,417,589,1006,56.6,-0.2,43.4,-7.5,-7.7,78.6,19.7,21.4,-4.6,15.0,7.3,3.9,3.4,8.6,69.5,66.2,21.4,44.8,35.2,45,75,19,70
310,"Lowe, Brandon",664040,533,469,1002,51.2,-1.3,48.8,-12.3,-13.6,87.8,17.5,12.2,-2.4,15.1,1.5,-0.3,1.8,4.5,68.4,60.1,12.2,48.0,39.1,69,17,97,55
311,"Machín, Vimael",605353,447,554,1001,58.2,4.8,41.8,-7.3,-2.5,78.7,17.6,21.3,-4.5,13.2,10.6,7.2,3.5,8.8,69.5,62.6,21.3,41.3,36.9,19,39,20,72
